duong_di_1 = [[-1575.4968,78.8851,3.5470,146.3318,0.00,VEHICLE,0,0
-1575.4968,78.8851,3.5470,146.3318,0.00,VEHICLE,0,0
-1575.4968,78.8851,3.5470,146.3319,0.00,VEHICLE,0,0
-1575.5243,78.8440,3.5468,146.3319,0.94,VEHICLE,0,0
-1575.5901,78.7454,3.5473,146.3310,1.74,VEHICLE,0,0
-1575.6927,78.6022,3.5482,146.2177,2.46,VEHICLE,0,0
-1575.8850,78.3847,3.5490,145.3399,3.23,VEHICLE,0,0
-1576.1556,78.1385,3.5493,143.3325,3.98,VEHICLE,0,0
-1576.4963,77.8724,3.5491,140.5196,4.71,VEHICLE,0,0
-1576.9248,77.5827,3.5487,136.9668,5.47,VEHICLE,0,0
-1577.4471,77.2826,3.5486,132.7626,6.24,VEHICLE,0,0
-1578.0200,77.0066,3.5484,128.3358,6.87,VEHICLE,0,0
-1578.6753,76.6607,3.5484,125.0285,7.65,VEHICLE,0,0
-1579.3599,76.2482,3.5486,123.8281,8.29,VEHICLE,0,0
-1580.0902,75.7907,3.5486,123.4199,8.93,VEHICLE,0,0
-1580.8618,75.2972,3.5486,123.2720,9.57,VEHICLE,0,0
-1581.7035,74.7518,3.5486,123.2162,10.23,VEHICLE,0,0
-1582.5339,74.2089,3.5486,123.1948,10.83,VEHICLE,0,0
-1583.3610,73.6660,3.5487,123.1857,11.41,VEHICLE,0,0
-1584.3345,73.0257,3.5486,123.1807,12.05,VEHICLE,0,0
-1585.1975,72.4579,3.5485,123.1785,12.59,VEHICLE,0,0
-1586.0868,71.8736,3.5485,123.1776,13.12,VEHICLE,0,0
-1586.9268,71.3225,3.5485,123.1774,13.61,VEHICLE,0,0
-1587.9034,70.6827,3.5486,123.1776,14.00,VEHICLE,0,0
-1588.8768,70.0458,3.5485,123.1781,14.32,VEHICLE,0,0
-1589.9080,69.3718,3.5482,123.1787,14.65,VEHICLE,0,0
-1590.9058,68.7200,3.5480,123.1793,14.97,VEHICLE,0,0
-1591.9557,68.0344,3.5478,123.1799,15.29,VEHICLE,0,0
-1593.0297,67.3330,3.5477,123.1803,15.62,VEHICLE,0,0
-1594.1066,66.5895,3.5476,123.8067,15.89,VEHICLE,0,0
-1595.1801,65.7842,3.5475,125.3997,16.19,VEHICLE,0,0
-1596.2656,64.9645,3.5474,126.3912,16.53,VEHICLE,0,0
-1597.3567,64.1393,3.5473,126.7987,16.85,VEHICLE,0,0
-1598.7024,63.1195,3.5473,126.9790,17.23,VEHICLE,0,0
-1600.0271,62.1141,3.5474,127.0351,17.60,VEHICLE,0,0
-1601.2087,61.2163,3.5492,127.0501,17.92,VEHICLE,0,0
-1602.4702,60.2547,3.5550,127.0518,18.25,VEHICLE,0,0
-1603.6110,59.3876,3.5532,127.0613,18.55,VEHICLE,0,0
-1604.8282,58.4136,3.5621,127.7659,18.85,VEHICLE,0,0
-1606.0382,57.4325,3.5594,128.4946,19.16,VEHICLE,0,0
-1607.5175,56.2363,3.5519,128.8436,19.54,VEHICLE,0,0
-1608.8181,55.1867,3.5487,128.9543,19.84,VEHICLE,0,0
-1610.3737,53.9319,3.5476,129.0029,20.05,VEHICLE,0,0
-1611.9042,52.6966,3.5473,129.0193,20.26,VEHICLE,0,0
-1613.4772,51.4256,3.5487,129.0264,20.48,VEHICLE,0,0
-1615.0778,50.1348,3.5543,129.0324,20.69,VEHICLE,0,0
-1616.8561,48.6984,3.5583,129.0314,20.93,VEHICLE,0,0
-1618.5698,47.3145,3.5568,129.0308,21.16,VEHICLE,0,0
-1620.2178,45.9771,3.5504,129.0270,21.37,VEHICLE,0,0
-1621.8638,44.6618,3.5476,128.7008,21.56,VEHICLE,0,0
-1623.6078,43.3198,3.5469,127.7183,21.78,VEHICLE,0,0
-1625.0560,42.2116,3.5468,127.3783,21.96,VEHICLE,0,0
-1626.5139,41.1009,3.5468,127.2467,22.13,VEHICLE,0,0
-1628.0005,39.9725,3.5468,127.1947,22.31,VEHICLE,0,0
-1629.7356,38.6584,3.5468,127.1743,22.51,VEHICLE,0,0
-1631.2634,37.5033,3.5469,127.1694,22.69,VEHICLE,0,0
-1632.7179,36.3966,3.5469,127.2613,22.85,VEHICLE,0,0
-1634.2302,35.1858,3.5469,128.2178,23.01,VEHICLE,0,0
-1635.7316,33.9747,3.5468,128.8034,23.19,VEHICLE,0,0
-1637.4182,32.6059,3.5467,129.0563,23.38,VEHICLE,0,0
-1639.0175,31.3027,3.5467,129.1405,23.56,VEHICLE,0,0
-1640.8416,29.8128,3.5468,129.1727,23.76,VEHICLE,0,0
-1642.6746,28.3138,3.5468,129.1817,23.96,VEHICLE,0,0
-1644.2465,27.0282,3.5469,129.1834,24.13,VEHICLE,0,0
-1645.7852,25.7703,3.5469,129.1837,24.30,VEHICLE,0,0
-1647.3876,24.4599,3.5469,129.2030,24.47,VEHICLE,0,0
-1648.6760,23.3840,3.5469,129.5618,24.60,VEHICLE,0,0
-1650.4397,21.9038,3.5469,129.9263,24.79,VEHICLE,0,0
-1652.3195,20.3227,3.5469,130.0683,24.98,VEHICLE,0,0
-1653.9474,18.9515,3.5469,130.1117,25.15,VEHICLE,0,0
-1655.5602,17.5918,3.5469,130.1282,25.31,VEHICLE,0,0
-1657.1477,16.2530,3.5469,130.1344,25.47,VEHICLE,0,0
-1658.7703,14.8840,3.5469,130.1366,25.63,VEHICLE,0,0
-1660.2813,13.6092,3.5469,130.1371,25.78,VEHICLE,0,0
-1662.6709,11.5929,3.5470,130.1370,25.99,VEHICLE,0,0
-1664.6924,9.8876,3.5470,130.1369,26.12,VEHICLE,0,0
-1666.3093,8.5239,3.5469,130.1370,26.23,VEHICLE,0,0
-1667.9695,7.1240,3.5468,130.1371,26.00,VEHICLE,0,0
-1669.6179,5.7343,3.5464,130.1372,25.76,VEHICLE,0,0
-1671.0790,4.5026,3.5459,130.1374,25.87,VEHICLE,0,0
-1672.7675,3.0821,3.5458,130.1054,25.98,VEHICLE,0,0
-1674.7335,1.4550,3.5459,129.7206,25.69,VEHICLE,0,0
-1676.6876,-0.1570,3.5457,129.5381,25.31,VEHICLE,0,0
-1678.6160,-1.7446,3.5452,129.4756,24.93,VEHICLE,0,0
-1680.5450,-3.3310,3.5448,129.4546,24.82,VEHICLE,0,0
-1682.4513,-4.8942,3.5449,129.4076,24.96,VEHICLE,0,0
-1684.4406,-6.4245,3.5455,128.0004,25.06,VEHICLE,0,0
-1686.4548,-7.8439,3.5514,125.7497,24.85,VEHICLE,0,0
-1688.5126,-9.2577,3.5538,124.7079,24.48,VEHICLE,0,0
-1690.1617,-10.3786,3.5505,124.4040,24.17,VEHICLE,0,0
-1691.7539,-11.4578,3.5475,124.2868,24.13,VEHICLE,0,0
-1693.4152,-12.5772,3.5460,124.1539,24.30,VEHICLE,0,0
-1695.4373,-13.9365,3.5458,124.0230,24.50,VEHICLE,0,0
-1697.4612,-15.2974,3.5462,123.9774,24.70,VEHICLE,0,0
-1699.1798,-16.4536,3.5466,123.9634,24.86,VEHICLE,0,0
-1700.8835,-17.6006,3.5468,123.9575,25.03,VEHICLE,0,0
-1703.0005,-19.0267,3.5469,123.9542,25.23,VEHICLE,0,0
-1705.0248,-20.3906,3.5469,123.9527,25.41,VEHICLE,0,0
-1707.0420,-21.7499,3.5469,123.9519,25.60,VEHICLE,0,0
-1708.6522,-22.8348,3.5469,123.9515,25.64,VEHICLE,0,0
-1710.0206,-23.7566,3.5468,123.9513,25.38,VEHICLE,0,0
-1711.7045,-24.8905,3.5464,123.9511,25.06,VEHICLE,0,0
-1712.9803,-25.7497,3.5459,123.9511,24.81,VEHICLE,0,0
-1714.8082,-26.9805,3.5451,123.9511,24.44,VEHICLE,0,0
-1716.4675,-28.0975,3.5447,123.9513,24.13,VEHICLE,0,0
-1718.1552,-29.2334,3.5444,123.9515,23.82,VEHICLE,0,0
-1719.7535,-30.3079,3.5477,123.9546,23.51,VEHICLE,0,0
-1721.3544,-31.3840,3.5478,123.9558,23.20,VEHICLE,0,0
-1723.2388,-32.6506,3.5544,123.9594,22.83,VEHICLE,0,0
-1725.1060,-33.9065,3.5520,123.9603,22.46,VEHICLE,0,0
-1726.8466,-35.0861,3.5489,124.1026,22.09,VEHICLE,0,0
-1728.1278,-35.9772,3.5474,124.3780,21.78,VEHICLE,0,0
-1729.5718,-37.0733,3.5501,126.0412,21.45,VEHICLE,0,0
-1730.8861,-38.1772,3.5482,128.5012,21.15,VEHICLE,0,0
-1732.4489,-39.5819,3.5456,131.1463,20.82,VEHICLE,0,0
-1733.7203,-40.7459,3.5447,132.0723,20.53,VEHICLE,0,0
-1734.9551,-41.8903,3.5444,132.4715,20.24,VEHICLE,0,0
-1736.1163,-43.0487,3.5444,133.7064,19.92,VEHICLE,0,0
-1737.2322,-44.2822,3.5443,136.0758,19.62,VEHICLE,0,0
-1738.3969,-45.7592,3.5440,139.7300,19.25,VEHICLE,0,0
-1739.5133,-47.2926,3.5438,142.7191,18.97,VEHICLE,0,0
-1740.4106,-48.5513,3.5440,143.7574,18.71,VEHICLE,0,0
-1741.3131,-49.8298,3.5443,144.1787,18.42,VEHICLE,0,0
-1742.1410,-51.0975,3.5445,145.3321,18.11,VEHICLE,0,0
-1743.0231,-52.6374,3.5445,148.1705,17.73,VEHICLE,0,0
-1743.7601,-54.1954,3.5442,152.0919,17.33,VEHICLE,0,0
-1744.4165,-55.7591,3.5439,155.5336,17.07,VEHICLE,0,0
-1745.0508,-57.3096,3.5441,156.9182,16.77,VEHICLE,0,0
-1745.5664,-58.6092,3.5444,157.4797,16.48,VEHICLE,0,0
-1746.0728,-60.1222,3.5445,159.4998,16.10,VEHICLE,0,0
-1746.4589,-61.6422,3.5443,162.9130,15.67,VEHICLE,0,0
-1746.7043,-63.1375,3.5439,167.2183,15.28,VEHICLE,0,0
-1746.9601,-64.8645,3.5438,170.2778,15.02,VEHICLE,0,0
-1747.1696,-66.3467,3.5442,171.0851,14.70,VEHICLE,0,0
-1747.3698,-67.7609,3.5445,171.3199,14.36,VEHICLE,0,0
-1747.5964,-69.4216,3.5448,171.5860,14.73,VEHICLE,0,0
-1747.6974,-70.6731,3.5453,173.1878,14.99,VEHICLE,0,0
-1747.7251,-71.9350,3.5460,175.8085,15.24,VEHICLE,0,0
-1747.7363,-73.4905,3.5465,178.1686,15.70,VEHICLE,0,0
-1747.7465,-74.7881,3.5468,178.9398,15.79,VEHICLE,0,0
-1747.7570,-76.3133,3.5468,179.2833,15.64,VEHICLE,0,0
-1747.7673,-77.9160,3.5464,179.3967,15.94,VEHICLE,0,0
-1747.7759,-79.2226,3.5463,179.4297,15.66,VEHICLE,0,0
-1747.7866,-80.7623,3.5457,179.4430,15.57,VEHICLE,0,0
-1747.7987,-82.3111,3.5454,179.4470,15.50,VEHICLE,0,0
-1747.8129,-83.8727,3.5455,179.4489,15.67,VEHICLE,0,0
-1747.8279,-85.4209,3.5456,179.4501,15.48,VEHICLE,0,0
-1747.8429,-86.9134,3.5457,179.4514,15.51,VEHICLE,0,0
-1747.8586,-88.4400,3.5456,179.4524,15.56,VEHICLE,0,0
